id,created_at,text,hashtags,media_url
1556080084653686785,2022-08-07 00:49:37+00:00,b'damn\xe2\x80\xa6\xf0\x9f\xab\xa4 https://t.co/akQzMU0His',[],http://pbs.twimg.com/media/FZhOlxtWIAEug8m.jpg
1556043392781623297,2022-08-06 22:23:49+00:00,b'RT @tmacsizzle: @Jidion6 KSI: Here are my terms \nJake Paul: I accept \nKSI: https://t.co/1sHmgVZc02',[],http://pbs.twimg.com/media/FZftoUoWYAMcOZv.jpg
1556027799546302465,2022-08-06 21:21:51+00:00,b'(2/2) https://t.co/TUvpMuOhnF',[],http://pbs.twimg.com/ext_tw_video_thumb/1556027738837901312/pu/img/vMUV-bNTDug_Lr1C.jpg
1556027735356702720,2022-08-06 21:21:36+00:00,b'Final summary of what just happened between KSI and I (1/2) https://t.co/f1KZXj7th5',[],http://pbs.twimg.com/ext_tw_video_thumb/1556027582268719104/pu/img/3om2kdUaIQ1f-aKJ.jpg
1555966455023386626,2022-08-06 17:18:05+00:00,b'I ACCEPT YOUR TERMS.\n\nSEND CONTRACT https://t.co/od4PADFfMT',[],http://pbs.twimg.com/media/FZfnPlGX0AAhngj.jpg
1555966434819424260,2022-08-06 17:18:01+00:00,b'KSI\xe2\x80\x99s got the mindset everyone\xe2\x80\xa6 \n\nOr does he? \n\nI guess we will see the truth come out. https://t.co/fp3nAH1wl9',[],http://pbs.twimg.com/ext_tw_video_thumb/1555966209945903105/pu/img/zEBVwwLeElh_uko4.jpg
1555965231083528192,2022-08-06 17:13:14+00:00,b'I\xe2\x80\x99ve been raging 24/7 for the past 6 days\xe2\x80\xa6 but KSI is still scared of me. https://t.co/xF6RL344Za',[],http://pbs.twimg.com/ext_tw_video_thumb/1555965135822491654/pu/img/ewpm5Tp-E9aLsO7c.jpg
1555962724680667136,2022-08-06 17:03:16+00:00,b'THIS AGED TERRIBLY @KSI \n\nYEAH!\nYES SURE!\nGREAT! YES\nNO PROBLEM SIR KSI\nI AGREE TO ALL \nYOUR TERMS!! https://t.co/wrYIcePF4w',[],http://pbs.twimg.com/ext_tw_video_thumb/1555962624457809920/pu/img/ihWtjdOwcG4xws55.jpg
1555945756669919232,2022-08-06 15:55:51+00:00,b'. @KSI lolololol you wonttttt https://t.co/xBAwG5ezMR',[],http://pbs.twimg.com/ext_tw_video_thumb/1555945691662393345/pu/img/_j8ZNTk1cyor4kNI.jpg
1555916798352134149,2022-08-06 14:00:46+00:00,b'Heard that Alex is out bc of a concussion. Fucked up. This was a big opportunity for Alex. He will be back.\n\nKSI\xe2\x80\xa6 everything happens for a reason. I\xe2\x80\x99ll come fight in your hometown. Your boxing company. You are A-Side.\n\nI also agree to make 180 pounds for August 27. \n\nYou accept? https://t.co/B5XI167xPm',[],http://pbs.twimg.com/ext_tw_video_thumb/1555916749270405126/pu/img/Ejta7fLOxx56dZs8.jpg
1555910938842349570,2022-08-06 13:37:29+00:00,b'Dana I know you proud of me. It\xe2\x80\x99s still pay your fighters more and give them healthcare. Your company makes $1bn a year. I\xe2\x80\x99m 5 fights in. \n\nBut you too be busy buying friends. I hope you feel better soon. https://t.co/YjKKqVc0Fn',[],http://pbs.twimg.com/ext_tw_video_thumb/1555910890679148544/pu/img/yIJa6krLfToA0ueb.jpg
1555900413832220675,2022-08-06 12:55:40+00:00,b'Today was supposed to be the day I fought a \xe2\x80\x9creal boxer\xe2\x80\x9d at MSG. It wasn\xe2\x80\x99t meant to be. My opponents were both frauds.\n\nI will be back. Much bigger fights ahead.\n\nAgain I want to thank all of the undercard fighters. We got you. @MostVpromotions https://t.co/FBOjZfGzgm',[],http://pbs.twimg.com/media/FZerLdsXkAAfx-D.jpg
1553893221138325505,2022-07-31 23:59:48+00:00,b'RT @jakepaul: @DanCanobbio Ask him about this video he sent MVP and the Commission on July 7th https://t.co/BYowAor6AH',[],http://pbs.twimg.com/ext_tw_video_thumb/1553891869037305858/pu/img/qXzKGn4sxL8s8gon.jpg
1553891945046474756,2022-07-31 23:54:44+00:00,b'@DanCanobbio Ask him about this video he sent MVP and the Commission on July 7th https://t.co/BYowAor6AH',[],http://pbs.twimg.com/ext_tw_video_thumb/1553891869037305858/pu/img/qXzKGn4sxL8s8gon.jpg
1553809913213755392,2022-07-31 18:28:46+00:00,b'jokers https://t.co/MZGtYbCEka',[],http://pbs.twimg.com/ext_tw_video_thumb/1553809633751564288/pu/img/GtxZvAO5a7Izqkmj.jpg
1553546442815508481,2022-07-31 01:01:50+00:00,b'(2/2) https://t.co/9Op38RKMm3',[],http://pbs.twimg.com/ext_tw_video_thumb/1553546362976964608/pu/img/By2uSyGACEKsjkBT.jpg
1553546359445360641,2022-07-31 01:01:30+00:00,b'Yet again my opponents has pulled out of the fight\xe2\x80\xa6 (1/2) https://t.co/7ADOku3glx',[],http://pbs.twimg.com/ext_tw_video_thumb/1553546055790329856/pu/img/O-mxhQIh3MJD3Yau.jpg
1552766175385452546,2022-07-28 21:21:19+00:00,b'NEW YORK CITY https://t.co/Vsv7Vj7gon',[],http://pbs.twimg.com/media/FYyImqoXgAAHTzX.jpg
1552732833277480960,2022-07-28 19:08:50+00:00,b'UK &amp; Ireland\xe2\x80\xa6DAZN. Let\xe2\x80\x99s go! @DAZNBoxing @MostVpromotions #PaulRahman https://t.co/Re7wvtZk3c',"[{'text': 'PaulRahman', 'indices': [62, 73]}]",http://pbs.twimg.com/media/FYxqR6xXgAABah6.jpg
1551889510589399040,2022-07-26 11:17:46+00:00,b'RT @MostVpromotions: Now available in USA on https://t.co/ewSL0JxLdS https://t.co/Ai7DMjVZY2',[],http://pbs.twimg.com/media/FYlom5nWYAIA_32.jpg
1551790800022929408,2022-07-26 04:45:32+00:00,b'It\xe2\x80\x99s on the way to you @KSI \xf0\x9f\xa4\x8d thanks @LoganPaul https://t.co/I89TfK9JHM',[],http://pbs.twimg.com/media/FYkRgZ8XEAAxF-S.jpg
1551735638671720448,2022-07-26 01:06:20+00:00,b'$1000 to someone who like &amp; retweets this tweet #PaulRahman https://t.co/qTvXbiTMNa',"[{'text': 'PaulRahman', 'indices': [52, 63]}]",http://pbs.twimg.com/ext_tw_video_thumb/1551735513882705920/pu/img/BZfx2l0k8nZrdwiq.jpg
1551679736954355714,2022-07-25 21:24:12+00:00,b'12 days\xe2\x80\xa6live on SHOWTIME https://t.co/ozsOpW2Oab',[],http://pbs.twimg.com/ext_tw_video_thumb/1551679626069549063/pu/img/NkocbccXS2VFNKw-.jpg
1550844550444351488,2022-07-23 14:05:28+00:00,b'There will be blood\xe2\x80\xa614 days until we see who the real professional boxer is.\n\n#PaulRahman\n\n@MostVpromotions\n@TheGarden\n@ShowtimeBoxing https://t.co/AKFo3x08Zu',"[{'text': 'PaulRahman', 'indices': [78, 89]}]",http://pbs.twimg.com/media/FYW05iiXgAUNJ51.jpg
1549031493263032322,2022-07-18 14:01:02+00:00,b'Had a little accident but will still be able to fight August 6th. Get your tickets \xf0\x9f\x91\x89\xf0\x9f\x8f\xbc https://t.co/j4OvSRYRxA https://t.co/6YBbpHTk8K',[],http://pbs.twimg.com/ext_tw_video_thumb/1549031345086763010/pu/img/zj_92x5I74ZGYCrc.jpg
1548451697642459138,2022-07-16 23:37:08+00:00,b'RT @CartonRoberts: Jake Paul had some harsh words for Dana White \n\n https://t.co/lNcv8xmdo3',[],http://pbs.twimg.com/amplify_video_thumb/1546977985449836545/img/WUkI8JLiGgQPTlem.jpg
1548328638122041344,2022-07-16 15:28:08+00:00,b'RT @MostVpromotions: 3 WEEKS to #PaulRahman https://t.co/cOUhSI918N',"[{'text': 'PaulRahman', 'indices': [32, 43]}]",http://pbs.twimg.com/media/FXy96dNVEAIpXfB.jpg
1548309041914335233,2022-07-16 14:10:16+00:00,b'Hasim Rahman Jr. is going to learn a lesson from the content creator. Get your tickets now. https://t.co/8jmN27i2HC https://t.co/NasS19DKVv',[],http://pbs.twimg.com/media/FXyy3HbVsAAEFSW.jpg
1548308613239754752,2022-07-16 14:08:34+00:00,b'RT @Serranosisters: 3 Weeks! \xf0\x9f\x98\x89\n#SerranoCarabajal #PaulRahman https://t.co/cvJrNSBv5Y',"[{'text': 'SerranoCarabajal', 'indices': [31, 48]}, {'text': 'PaulRahman', 'indices': [49, 60]}]",http://pbs.twimg.com/media/FXyvMlbUIAEpw8Y.jpg
1547253758496735233,2022-07-13 16:16:57+00:00,b'https://t.co/DtJ29GbelC https://t.co/mMSzE9BxFN',[],http://pbs.twimg.com/ext_tw_video_thumb/1547253704562196480/pu/img/doEwLZCUNyAL_dFb.jpg
1547007526029361152,2022-07-12 23:58:30+00:00,b'RT @MostVpromotions: MVP @jakepaul @Serranosisters https://t.co/GQQMh3qqic',[],http://pbs.twimg.com/media/FXgRZLkXEAEjbO2.jpg
1546855739523735554,2022-07-12 13:55:22+00:00,b'The facts are the facts. Conor should have learned from his boss Dana White that I\xe2\x80\x99m not the one to play with it. Dana been hiding from me since last year. https://t.co/y9wbMhmWIs',[],http://pbs.twimg.com/ext_tw_video_thumb/1546855351160639489/pu/img/PL98iqYoaUf8GrSq.jpg
1546564930371026945,2022-07-11 18:39:47+00:00,b'#PaulRahman \nPRE-SALE TICKETS ARE LIVE! \n\nUSE CODE \xe2\x80\x9cPAUL\xe2\x80\x9d FOR EARLY ACCESS\n\n\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\n\nhttps://t.co/LlL4pk06yb https://t.co/aHIE7xhhGI',"[{'text': 'PaulRahman', 'indices': [0, 11]}]",http://pbs.twimg.com/ext_tw_video_thumb/1546564833151180801/pu/img/O8PHdOR6q7tWtPGF.jpg
1545818141460049920,2022-07-09 17:12:19+00:00,b'Bottle Job? https://t.co/4wrLty8iaQ',[],http://pbs.twimg.com/media/FXPZZ__WQAAwXbD.jpg
1545784993535991809,2022-07-09 15:00:36+00:00,b'I should sue this fool. Own dad exposes why he pulled out a second time. https://t.co/EdTE8PZXh1',[],http://pbs.twimg.com/media/FXO7QBNXEAEEEWI.jpg
1545053232937938945,2022-07-07 14:32:51+00:00,"b'\xe2\x9c\x85 Bigger\n\xe2\x9c\x85 Stronger\n\xe2\x9c\x85 More experienced\n\xe2\x9c\x85 KO power\n\nBut it doesn\xe2\x80\x99t matter. They don\xe2\x80\x99t have my heart, don\xe2\x80\x99t have my drive &amp; definitely don\xe2\x80\x99t have my team. \n\nAugust 6 I\xe2\x80\x99m showing the world that Jake Paul is a bad mother fucker.\n\nPress conference &amp; ticket on-sale Tuesday 1pm ET. https://t.co/sYAvCr0Cxu'",[],http://pbs.twimg.com/media/FXEhomCUsAAWpjO.jpg
1542185800703647744,2022-06-29 16:38:41+00:00,b'Update: All Tommy Fury has to do is go to the embassy to make this fight happen. https://t.co/J3dDDsNuMw',[],http://pbs.twimg.com/ext_tw_video_thumb/1542185597183447044/pu/img/Y0-Ni2_yTnRftMZn.jpg
1542158751154798592,2022-06-29 14:51:12+00:00,"b'Tommy Fury is avoiding going to the embassy to get his visa. It\xe2\x80\x99s been 36 hours with no action from his side, and per Tommy Fumbles style he missed the press conference today in NYC. https://t.co/kyVfepGXFA'",[],http://pbs.twimg.com/ext_tw_video_thumb/1542158640676839424/pu/img/YFIkp79di1vRAPCY.jpg
1541168158538715136,2022-06-26 21:14:57+00:00,b'Beethovens 10th symphony featuring @Tyson_Fury https://t.co/wN78UFhUCr https://t.co/Bi3MCy8nkB',[],http://pbs.twimg.com/ext_tw_video_thumb/1541168099558408192/pu/img/9AvXkcw965UfIPGl.jpg
1540862184745537537,2022-06-26 00:59:07+00:00,b'The $1 million dollar bet is on @Tyson_Fury https://t.co/6LSi0Kb7cj',[],http://pbs.twimg.com/ext_tw_video_thumb/1540862059293904898/pu/img/83v3DEYPIdsyTRPI.jpg
1540785416428589058,2022-06-25 19:54:04+00:00,"b'. @Tyson_Fury wants to bet $100k on his brother\xe2\x80\xa6  Tyson, grow a pair and let\xe2\x80\x99s make it a betr bet https://t.co/sY6PweMzSC'",[],http://pbs.twimg.com/ext_tw_video_thumb/1540785297503358976/pu/img/nDkBitwGGfHHnvAc.jpg
1540023855753879553,2022-06-23 17:27:54+00:00,"b'RT @MostVpromotions: MVP is back at @TheGarden Saturday, August 6, live on SHOWTIME PPV\n\n#PaulFury\n#SerranoCarabajal https://t.co/Fi5DrjpBou'","[{'text': 'PaulFury', 'indices': [89, 98]}, {'text': 'SerranoCarabajal', 'indices': [99, 116]}]",http://pbs.twimg.com/media/FV9APmbWQAMc3dm.jpg
1539971179212988417,2022-06-23 13:58:35+00:00,b'The Biggest Risk Of My Career.\n\nhttps://t.co/cMsvgZZkn7 https://t.co/YZgSrwWDyE',[],http://pbs.twimg.com/media/FV8Tn4jVsAM01fw.jpg
1539956434368188416,2022-06-23 12:59:59+00:00,"b'Okay people he grew a set over night. It\xe2\x80\x99s official, Im taking this little Fury\xe2\x80\x99s head off. \n\nAmanda Serrano and I dual main-event at the Mecca of boxing.\n\nOfficial press conference and ticket on-sale this Wednesday June 29th at 11AM. #PaulFury\n\n@MostVpromotions \n@ShowtimeBoxing https://t.co/1YKtAHKUh6'","[{'text': 'PaulFury', 'indices': [235, 244]}]",http://pbs.twimg.com/media/FV8GNuOXkAIfBtl.jpg
1539655163090472960,2022-06-22 17:02:50+00:00,"b'Tommy Fury and boxers like him are the reason this sport started to die. Tommy, you have 24 hours to fix this. https://t.co/JZFh6VAiGo'",[],http://pbs.twimg.com/ext_tw_video_thumb/1539654919686324225/pu/img/oLVVSyz_P7jlXhAy.jpg
1539007437969170433,2022-06-20 22:09:01+00:00,b'This is an appreciation post for Julia Rose and her all natural beauty. Girls go under the knife and still can\xe2\x80\x99t compete\xf0\x9f\x98\xa4. https://t.co/5rBHwTwgOY',[],http://pbs.twimg.com/media/FVunDwUWIAEX8PA.jpg
1538211686552948737,2022-06-18 17:26:59+00:00,b'Thank you to the great Mike Tyson for the respect and opportunity. This year we are making it happen. https://t.co/dlGQUf2EP0',[],http://pbs.twimg.com/ext_tw_video_thumb/1538211616319229952/pu/img/aWVlZj7oMUUZ5Lp4.jpg
1536371977471942656,2022-06-13 15:36:38+00:00,"b'My generation, left or right, agree with me. We need the President of our country to do betr. https://t.co/8a9kJvJJi2'",[],http://pbs.twimg.com/media/FVJKKlVWYAAUpT7.jpg
1535324685763764224,2022-06-10 18:15:04+00:00,"b'We going back to back. New York. MSG. Two main events. Showtime PPV. It gets no bigger, it gets no betr. \n\n@MostVpromotions https://t.co/HcOqYsjvVy'",[],http://pbs.twimg.com/media/FU6RqHIX0AAYpjk.jpg
1533302728792977408,2022-06-05 04:20:32+00:00,b'Well\xe2\x80\xa6 #KambososVsHaney https://t.co/1QWBIyuBXk',"[{'text': 'KambososVsHaney', 'indices': [6, 22]}]",http://pbs.twimg.com/media/FUditHsXoAIupwj.jpg
1533301218889584640,2022-06-05 04:14:32+00:00,b'Teofimo watching this right now punching the air #KambososVsHaney https://t.co/Xx5a9dvkma',"[{'text': 'KambososVsHaney', 'indices': [49, 65]}]",http://pbs.twimg.com/tweet_video_thumb/FUdhVGlWUAIiHsp.jpg
1531104388042866693,2022-05-30 02:45:07+00:00,b'@JuliaRose_33 this shit get me hard https://t.co/cN8BtfttlP',[],http://pbs.twimg.com/tweet_video_thumb/FT-TUk_WAAETEP-.jpg
1530663551588872194,2022-05-28 21:33:23+00:00,"b'Hate the result but at least we lost to my brother @vinijr. Congrats to the young Brazilian GOAT, Thibaut Courtois &amp; the rest of Los Blancos. https://t.co/4SrmuVXPjX'",[],http://pbs.twimg.com/media/FT4CYvjXEAA87Q2.jpg
1530618050193522695,2022-05-28 18:32:35+00:00,b'Liverpool\xe2\x80\xa6Reds\xe2\x80\xa6@MoSalah taking the UCL final today. https://t.co/Ur5UPAkrTg',[],http://pbs.twimg.com/ext_tw_video_thumb/1530617992706392066/pu/img/PRfGeG5YsWshuNCt.jpg
1528243325932818433,2022-05-22 05:16:16+00:00,b'FUCK YESS\xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc\n\nANOTHER 1st round KO for @MostVpromotions Ashton \xe2\x80\x9cH20\xe2\x80\x9d Sylve \xf0\x9f\x92\xa7 \n\nWho is now 8-0 with 8 KO\xe2\x80\x99s @Ashtonsylveh2o https://t.co/AvkbIqIkjk',[],http://pbs.twimg.com/ext_tw_video_thumb/1528243272145063937/pu/img/mFcM0zZYxfLhJ6OX.jpg
1528140019348783110,2022-05-21 22:25:46+00:00,b'40 yard dash messing around = 4.54 seconds. \n\n1. No cleats \n2. Sand \n3. This was after a workout of 16 sprints https://t.co/pLa3pcAkgd',[],http://pbs.twimg.com/ext_tw_video_thumb/1528139948033028100/pu/img/SUcMZfUfc-00Cl94.jpg
1528134194454577157,2022-05-21 22:02:37+00:00,b'\xf0\x9f\xa5\xb1\xf0\x9f\xa5\xb1\xf0\x9f\xa5\xb1 https://t.co/7CjWssrXe7',[],http://pbs.twimg.com/media/FTUF8yiWAAEL_kn.jpg
1526925252994924548,2022-05-18 13:58:43+00:00,"b'We were born for this.\n@MostVpromotions is nominated for Sports Breakthrough of the Year by @SBJ alongside the likes of FTX, https://t.co/nS2cfc7S6e and the Seattle Kraken. I\xe2\x80\x99m proud of our team. We are just getting started. https://t.co/zVJ8pYTjOf'",[],http://pbs.twimg.com/ext_tw_video_thumb/1526925113702158336/pu/img/G23tKwPA_HCBYhP6.jpg
1526770248938049538,2022-05-18 03:42:48+00:00,b'@TheNotoriousMMA https://t.co/Odv6TZRpNu',[],http://pbs.twimg.com/media/FTAtcvwWAAApf9p.jpg
1523362076961296385,2022-05-08 17:59:56+00:00,b'Happy Mother\xe2\x80\x99s Day to all the mommas who raised their children to believe anything is possible if you work your ass off. My momma did. https://t.co/rKsOBDnEeu',[],http://pbs.twimg.com/media/FSQRubYXsAg2aPo.jpg
1523161221289054209,2022-05-08 04:41:48+00:00,b'Canelo Alvarez loses BADLY to Dmitry Bivol https://t.co/iE4U0jyjpt',[],http://pbs.twimg.com/ext_tw_video_thumb/1523161120982380546/pu/img/d891Gc4f0vl43Rla.jpg
1522716538188402689,2022-05-06 23:14:48+00:00,b'Joe Rogan on how I would do against a real boxer\xe2\x80\xa6 \n\n\xf0\x9f\x91\x80\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\nhttps://t.co/GMjy9bZHFL https://t.co/lEdbSKpCkm',[],http://pbs.twimg.com/media/FSHGnmpX0AA3Nrq.jpg
1522582144568156163,2022-05-06 14:20:46+00:00,"b'-46% happens when u don\xe2\x80\x99t treat employees / fighters fairly.\n\nI invested in EDR / UFC in January. Things r getting worse unless there\xe2\x80\x99s change.\n\nUFC fighters have never been more powerful, to band together &amp; not fight. It will CRUSH the stock &amp; force UFC to treat fighters betr! https://t.co/nXlUsEE8zo'",[],http://pbs.twimg.com/media/FSFMYz3WQAEVHBu.jpg
1522044444832280576,2022-05-05 02:44:08+00:00,"b'Much to respect to @canelo here. Because he\xe2\x80\x99s done the impossible &amp; created his own lane and legacy he can recognize the optimism required to do something that has never been done before. While this interviewer &amp; @EddieHearn call it delusion, the greats call it self belief (1/2) https://t.co/ZfL6pQ4QSw'",[],http://pbs.twimg.com/ext_tw_video_thumb/1522044050739671041/pu/img/LWTBtU9eXbcl7xW3.jpg
1521958656127995904,2022-05-04 21:03:14+00:00,"b'Don\xe2\x80\x99t listen to me, listen to a UFC fighter, @tonyfergusonXT, who has the courage to speak up. Dana White is a billionaire while fighters are itching and clawing to make ends meet. \xe2\x80\x9cDana White the drug dealer.\xe2\x80\x9d https://t.co/fyYb4COwQZ'",[],http://pbs.twimg.com/ext_tw_video_thumb/1521958619171930114/pu/img/tnrbbpjoNE-o05vx.jpg
1521300847086514182,2022-05-03 01:29:21+00:00,b'me and you locked in a room together\xe2\x80\xa6 \n\nsounds like a good time to me ;) \n\nI\xe2\x80\x99ll bring the fuzzy handcuffs https://t.co/5dsB7YWqqz https://t.co/aB0UDHs754',[],http://pbs.twimg.com/media/FRy_DhRXEAEaDj2.jpg
1520876617035362311,2022-05-01 21:23:36+00:00,"b'Amanda sent this to my partner in confidence, but I have to share it. I\xe2\x80\x99m so proud of how you stepped up last night and almost knocked out your much bigger opponent. #GOAT @serranosisters https://t.co/aL3vBEt1vy'","[{'text': 'GOAT', 'indices': [166, 171]}]",http://pbs.twimg.com/ext_tw_video_thumb/1520876557346164736/pu/img/J1g5Hb7Py46eoIIO.jpg
1520800117045014528,2022-05-01 16:19:37+00:00,b'I\xe2\x80\x99m back. August 13th. https://t.co/BEh7mkuAiu',[],http://pbs.twimg.com/ext_tw_video_thumb/1520800057804611586/pu/img/2goz3HDJzf7Rm_1V.jpg
1520651196226224130,2022-05-01 06:27:52+00:00,b'Amanda Serrano out landed Katie Taylor in landed punches both to the body and head. \n\nMen lie. Women lie. Numbers don\xe2\x80\x99t. https://t.co/wvqV6FNW7N',[],http://pbs.twimg.com/media/FRpwImuXIAAsMjD.jpg
1520436544481509376,2022-04-30 16:14:55+00:00,b'Tonight. We witness Amanda Serrano Vs Katie Taylor make history in the biggest women\xe2\x80\x99s boxing match ever. \n\nMadison Square Garden. Sold out. All the belts on the line. The two best pound for pound female boxers alive going AT IT. I can\xe2\x80\x99t wait. https://t.co/DZsPUWzhWf 8pm EST. https://t.co/q8mkziGnBj',[],http://pbs.twimg.com/media/FRms-otWQAAa0mn.jpg
1519776292463382529,2022-04-28 20:31:18+00:00,b'RT @Serranosisters: Don\xe2\x80\x99t miss history on Saturday night live on https://t.co/aUhA2cy1o9 \n\n#TaylorSerrano https://t.co/z8OuL3N7dj',"[{'text': 'TaylorSerrano', 'indices': [91, 105]}]",http://pbs.twimg.com/media/FRdHcB0WQAUYi4n.jpg
1519432950462492673,2022-04-27 21:46:59+00:00,b'RT @ESPNRingside: Amanda Serrano and @JakePaul helped each other reach new heights in boxing \xf0\x9f\xa4\xa9 #TaylorSerrano https://t.co/bRqWNPuZq4',"[{'text': 'TaylorSerrano', 'indices': [95, 109]}]",http://pbs.twimg.com/amplify_video_thumb/1519406036087627777/img/yrtG3MgJEFRQHfYC.jpg
1519408602385113089,2022-04-27 20:10:14+00:00,b'RT @MostVpromotions: Serving MVP margaritas all day at Jimmy\xe2\x80\x99s Corner @jakepaul https://t.co/NfUhMKeWis',[],http://pbs.twimg.com/media/FRX_4N5XoAIODdt.jpg
1519357474540818434,2022-04-27 16:47:04+00:00,b'@MichaelBensonn @SecondsOutLive \xf0\x9f\xa4\x93\xf0\x9f\xa4\x93\xf0\x9f\xa4\x93 https://t.co/r2IiOe1vgy',[],http://pbs.twimg.com/ext_tw_video_thumb/1519357369788112896/pu/img/nu2Ab_nTUTi_gMxv.jpg
1518574101463449600,2022-04-25 12:54:14+00:00,"b'Breaking barriers, breaking records, breaking down the walls of inequality. #TaylorSerrano, the biggest women\xe2\x80\x99s boxing event ever. Live on DAZN from Madison Square Garden. Retweet if you\xe2\x80\x99ll be watching women\xe2\x80\x99s history go down on April 30. @serranosisters @MostVpromotions https://t.co/TqVWaB12gy'","[{'text': 'TaylorSerrano', 'indices': [76, 90]}]",http://pbs.twimg.com/ext_tw_video_thumb/1518573829810966529/pu/img/N6nwgsu9aoGGJlru.jpg
1518249929898172417,2022-04-24 15:26:05+00:00,b'Shouts to Mo Salah\xe2\x9a\xbd\xef\xb8\x8f@MoSalah \n\nLiverpool rivalry today but my apologies to Everton\xe2\x80\xa6the Blues are getting spanked by The Reds. https://t.co/SmtSgZb05x',[],http://pbs.twimg.com/media/FRHoQnnX0AEIJVT.jpg
1516902548707422214,2022-04-20 22:12:04+00:00,b'Amazing @Boxingbullies event today in Miami\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc\n\nIf you\xe2\x80\x99re reading this it\xe2\x80\x99s your sign to start boxing or exercise. https://t.co/AC9CuyxMcg',[],http://pbs.twimg.com/ext_tw_video_thumb/1516902397116882945/pu/img/zMMpdM_Qh4xY31di.jpg
1516246111366885377,2022-04-19 02:43:38+00:00,b'Coachella day 3 https://t.co/d1LKvuOJEv',[],http://pbs.twimg.com/media/FQrJzJPXIAITS4o.jpg
1516121779953098761,2022-04-18 18:29:35+00:00,"b'We signed the #1 boxing prospect and recruit @Ashtonsylveh2o to @MostVpromotions welcome to the team. We\xe2\x80\x99re beyond excited for this journey as Ashton is just 18 years old, turned pro at 16, is 7-0 with 7 KO\xe2\x80\x99s and will be the next big PPV star in the sport. https://t.co/KmJsVsUOWW'",[],http://pbs.twimg.com/media/FQpYt6MWUA4oqXa.jpg
1515786337537900550,2022-04-17 20:16:39+00:00,b'Someone\xe2\x80\x99s getting knocked out in August\xf0\x9f\x94\x92\n\nWho should it be? https://t.co/BBmCNs8iZI',[],http://pbs.twimg.com/ext_tw_video_thumb/1515786258764779520/pu/img/FPLyGVGhaUCvVsZx.jpg
1515750615271542788,2022-04-17 17:54:42+00:00,"b'Dear @bisping,\n\nI challenge you to stop hosting your struggling podcast, get licensed to fight, and box me. \n\nLet\xe2\x80\x99s see if that UFC belt and all the respect you have can help you beat me in a boxing match. https://t.co/9Bv0bDTK1E'",[],http://pbs.twimg.com/ext_tw_video_thumb/1515750209325781006/pu/img/98937bTXUO0ZuJTr.jpg
1510039935721644034,2022-04-01 23:42:30+00:00,b'Amazing visit today with the @dallascowboys \n\nExcited for my road to the NFL https://t.co/tU4RRhy6TM',[],http://pbs.twimg.com/ext_tw_video_thumb/1510039867992031237/pu/img/7fBVipj4fnGjYVlk.jpg
1509944116095987717,2022-04-01 17:21:45+00:00,b'Happy Birthday @LoganPaul https://t.co/uGz4KRd512',[],http://pbs.twimg.com/media/FPRmKzRWYAAlfve.jpg
1509673458283782147,2022-03-31 23:26:15+00:00,b'Update: we are hanging out @LoganPaul https://t.co/vX3ju7OcqQ https://t.co/zIHsGlbBXr',[],http://pbs.twimg.com/media/FPNwAieX0AIaA6Q.jpg
1504956874822586370,2022-03-18 23:04:14+00:00,b'RT @TheBreadBatch: 175\xf0\x9f\x91\x80 https://t.co/zNt6iuqk3h',[],http://pbs.twimg.com/ext_tw_video_thumb/1504916916493852674/pu/img/ayT3iGM0H_0PPVsI.jpg
1504223012559761412,2022-03-16 22:28:07+00:00,"b'While some of y\xe2\x80\x99all busy hating on me, I\xe2\x80\x99m busy trying to better understand how UFC makes more money &amp; margins than any other sports league in the world, to help y\xe2\x80\x99all make the money you deserve https://t.co/q0iiR2KEqx'",[],http://pbs.twimg.com/ext_tw_video_thumb/1504222329244688391/pu/img/Zv3VKl1E9TqSUVCQ.jpg
1503029081486548994,2022-03-13 15:23:52+00:00,"b'I just been boxing for fun, who should I submit? https://t.co/uUgxqJ0T4b'",[],http://pbs.twimg.com/media/FNvU-oSXIAEvw8s.jpg
1502795920051781635,2022-03-12 23:57:22+00:00,"b'While I\xe2\x80\x99m training MMA, the @TheNotoriousMMA is drinking Jack daniels in Dubai putting up sloppy boxing videos. Jackass. https://t.co/cNFLzH0Vf1'",[],http://pbs.twimg.com/ext_tw_video_thumb/1502795725058580483/pu/img/V_PRiSk0M7ka40XS.jpg
1501285539236003848,2022-03-08 19:55:39+00:00,b'We should be celebrating and pushing for the advancement of women every day.\n\nExcited to announce \xe2\x80\x9cRising MVPs\xe2\x80\x9d as we recognize #InternationalWomensDay\n\nFollow @mostvpromotions for more info to come https://t.co/IB4ppMxRcy',"[{'text': 'InternationalWomensDay', 'indices': [128, 151]}]",http://pbs.twimg.com/media/FNWjFDmXsBM6zs4.jpg
